Observation,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,Energy
7111,22.13333333,34.56,21.89,31.82333333,22.39,34.2,21.26,34.5,19.5,40.36333333,14.26333333,1,19.39,27.35666667,22.89,36,19.6,37.43333333,13.2,765.3166667,43.33333333,4.833333333,40,0.817,270
7112,21.6,39.46666667,21,38.43333333,22.5,38.4,21.5,39.12666667,20.1,45.62666667,13.86,13.53333333,20.89,32.26,24.39,39.15666667,20.42666667,38.06666667,11,753.4,62,3.666666667,40,3.97,90
7113,22.1,39,19.6,41.36333333,22.29,38.79,21.73,37.2,19.7,48.32666667,6.53,53.33333333,20.39,37.5,22.96333333,46.06666667,19.42666667,40.26,6.13,756.8333333,86.33333333,1.666666667,26.66666667,4,50
7114,18.79,37.7,17.79,37.59,19.2,40.29,16.39,38.2,16.6,46.76,-1.826666667,93.62666667,16.29,32.9,18.7,46.085,16,42.9,-1.1,763.5333333,84.66666667,2.666666667,64.33333333,-3.37,40
7115,19.82333333,35.03,17.85666667,36.2,20.42666667,36.65666667,18.7,33.59,17.5,50.09,-0.8,61.89,19.39,34.36857143,20.89,40.5,17.92666667,39.79,-0.383,755.5333333,79.66666667,5.833333333,23,-3.53,50
7116,22.39,40.82666667,19.2,45.9,24,38.7,21,40.9,20.79,52.7,5.366666667,56.56,21.5,35.59,22.85666667,40.66333333,20.89,44.7,6.97,754.3,92.66666667,3,24,5.87,40
7117,24.82333333,47.79,26.62857143,40.09,28.63333333,43.06,24.5,44.7225,22.7,52.76,24.06666667,1,23.89,43.2,23.79,48.73,23.1,46.4,20.6,756.1,63.5,1,44.5,13.4,220
7118,22.89,36.29,21.5,36.4,22.89,37.66333333,20.79,38.4,20.16666667,46.46666667,13.39666667,17.03333333,22.03333333,31.79,24.2,36.5,20.32333333,40,12.5,750.2,55,10,40,3.5,70
7119,19.7,43.9,19,43.4,20,44.7,16.6,46.4,16.71,51.79,9.033333333,84.62333333,16.84,42.45,18.89,52.38777778,16.29,48.29,8.9,759.0666667,84.66666667,10,30.66666667,6.37,20
7120,21.03333333,44.03,20.2,43.7,21.7,44.2,19.79,43.9,18.90833333,62.56944444,7.53,95.5,18.89,39.7,21.57222222,53.45,19,48.53,8.6,738.65,84.5,8.5,32,6.05,50
7121,21.1,35.4,19.42666667,36.59,21.7,35,19.89,35.2,19.2,41,10.66,22.09666667,19.2,30.29,21.39,36.59,19.39,36.03,9.3,760,64,3,40,2.8,50
7122,21,40.4,18.5,44.12666667,21.6,38.12666667,19.7,39.4,19.2,47.82666667,8.46,74.72666667,20,37.59,21.39,42.09,19.39,41.2,7.68,754.05,95,4,63.83333333,6.98,780
7123,21.5,42.2,20.66666667,41.36333333,20.89,44.7,18.6,43.09,18.30666667,53.41555556,3.9,99.4,17,39.5,20.7,50.77888889,16.5,47.46666667,4.4,754.8,86.5,4.5,34.5,2.35,50
7124,21.1,39.59,18.2,43.9,22.39,38.9,20.5,38.59,19.79,47.79,3.6525,54.97958333,21.2,37.772,21.39,41.667,20.6,43.59,5.42,753.9833333,96.66666667,2,56.66666667,4.88,50
7125,21.66666667,37.16333333,19.46333333,39,21.39,35.73,20.6,33.86333333,18.5,45.79,6.4,55.72333333,19.7,30.1,22.63333333,37.53,19.6,36.73,5.8,762.2,87,4,65,3.7,120
7126,21.96333333,38.5,19.79,39.59,22.39,37.4,21.1,37.53,20.1,46.43333333,7.2975,26.7475,21.39,33.49,22.39,35.645,20.5,36.56333333,7.52,753.9333333,73.33333333,4,40,3.05,70
7127,20.89,44.2,20.29,43.4,20.39,43.56,19.96333333,45.59,17.79,60.50333333,9.8,88.26,18.235,46.13777778,17.81777778,49.225,17.1,48.4,10,758.5,81,10,40,6.8,40
7128,22.89,45.9,21.2,47.76,25,42.2675,23.13333333,44,22.5,48,12.19,52.03,22.79,41.134,23.5,50.96,22.7,47.79,13.6,756.6,92,4,29,12.3,60
7129,21.39,43.79,19.89,44.59,22,43.86333333,21.1,44.09,18.5,55.93333333,10.19,75.19,18.5,41.7,21.73,53.23,18.6,47.29,10.1,752.5,82,10,40,7.08,50
7130,22.5,35.43333333,19.23,38.26,21.5,35.5,22.73,33.53,19.06666667,66.26666667,2.245,59.145,20.89,27.29,22.85666667,39.82666667,19.89,37.36333333,2.07,764.1,88.33333333,1,61,0.333,30
7131,21.6,39.52666667,20.32333333,39.16333333,21.745,37.7,20.89,36.76666667,17.84714286,47.75142857,3.026666667,72.35666667,19.29,31.912,21.7,37.29,17.96333333,36.09,2.3,757.2,84,1,26,-0.2,130
7132,24.34,39.45,22.63333333,39.82666667,25.79,36.79,24.5,36.7,23,41.73,12.234,25.374,24.2,37.3,24,40.3975,23.35,43.054,11.5,752.4333333,81,1.666666667,32.66666667,8.27,60
7133,22.63333333,38.36333333,20.79,39.96666667,22.29,38.09,20.53,38.3,20.315,45.4975,7.59,46.89333333,20.5,35.62666667,23.6,39.86,19.39,37.5,7.07,756.7666667,83.5,2,40,4.4,80
7134,21.29,41.43333333,19.59333333,44.36,22.5,38.425,20.46,39.23,21.18571429,78.41142857,7.545,63.19,21.39,37.03,21.76428571,40.03571429,22.26,38.63333333,5.95,753.35,93,2,26.66666667,4.85,70
7135,21.46333333,31.76,20,31.6,20.32333333,34.12666667,19.79,30.72333333,17.46333333,45.73,6.09,23.86666667,22.23,29.13333333,22.76,34.86333333,18.5,39.79,5.65,757.9,48.5,7.5,40,-4.5,20
7136,17.6,43.46666667,16.89,42.9,18.46333333,43.63333333,15.66,46.62333333,15.335,51.09722222,6.09,99.9,15.645,40.26333333,18.18888889,53.41944444,15.5,48.9,6.1,767.3,96,7,64,5.5,360
7137,18.39,43.09,17.39,43.79,19.1,42.4,17.2,43.46666667,16.85111111,50.91833333,3.526666667,99.26333333,17.39,38.79,17.47555556,45.02,16.5,43.09,4.35,764.65,81.5,6,40,1.4,40
7138,17.89,44.46666667,17.1,44.79,19,42.2,16.79,44.7,16.6,50.2,8.6,83.46,17,40.055,17.06111111,46.73777778,16.2,44.2,8.3,762.85,84,10.5,40,5.7,40
7139,21.39,35.4,19.53333333,36.93333333,20.29,35.46666667,20.1,33.7,17.79,45.2,5.19,38.36,20.5,27.73,22.79,35.59,18.5,39.09,6.27,765.9,72.66666667,2,64,1.6,100
7140,22.29,39.43333333,20.56666667,40.73,22.2,37.9,20.7,38.79,20.53333333,76.69,7.19,56.22666667,20.39,37.29,22.63333333,42.4,19.1,37.7,6.55,756.15,92.5,2.833333333,54.16666667,5.37,90
7141,21.35666667,36.09,19.56666667,37.16333333,21.63333333,35.03,21.39,36.12666667,19.1,41.12666667,9.36,30.13333333,19.29,32.33333333,21.26,37.1,19.29,36,8.33,760.0666667,71.66666667,2,36.33333333,3.47,560
7142,21.79,39.7,20.89,38.56,21.39,42.5,20.39,41.7,18.39,53.79,1.033333333,96.33333333,19.6,40.59,21.1,48.16333333,17.79,44.22333333,0.8,764.7,94.66666667,3.333333333,24,0.0333,50
7143,21.7,38.29,19.1,41.59,23,38.4,20.2,39.2,19.92666667,47.4,8.89,41.59,21.39,37.96666667,23.5,42.09,20.29,42.12666667,8.87,747,72,8.666666667,40,4,60
7144,19.5,41.29,18.29,41.5,19.79,40.7,19,38.2,17.7,56.59,-0.105555556,95.17888889,19,34.9,19.79,42.66333333,17.23,38.2,-1.1,757.8,72,3,40,-5.6,20
7145,19.5,41.29,18.29,41.5,19.79,40.7,19,38.16333333,17.73,56.73,-0.361111111,94.9,19,35.045,19.79,42.73,17.29,38.29,-1.2,758,72.66666667,3,40,-5.57,40
7146,20.7,43.09,19,44.59,21.79,42.7,20.5,41.5,19,50.29,3.966666667,87.69,19.29,43.4,21.39,49.62666667,18.6,46.856,3.7,753.95,95,2,24.5,2.9,50
7147,21.89,42.69666667,20.29,42.9,22.79,38.9,21.29,40.56666667,20.66666667,45.7,10.96,32.26333333,21,35.29,23.5,42.272,20.7,39.7,9.93,751.3,81.33333333,8.666666667,40,6.92,100
7148,22.6,38.53,21.7,38.62666667,22.9725,38.4,20.6,40.23,20.2,55,13.1,32.93,21.2,35.86,23.29,40.65666667,20.29,42.545,11,751.2166667,67,9.333333333,30.83333333,5.03,70
7149,21.29,38.93333333,20.4975,40.295,21.89,37.36333333,20.13333333,39.29,19.76,45.96666667,6.6,68.93333333,20.1,33.59,23,42.96333333,20.42666667,38.9,4.15,760.75,95,1.5,51.5,3.35,100
7150,19,41.29,18.39,40.62666667,19.2,42.79,19,41.7,17.5,50.46333333,6.333333333,61.09666667,17.42666667,37.7,17.79,45.09,16.89,41.9,6.8,757.55,70.66666667,5.166666667,29.16666667,1.75,60
7151,22.1,37.69333333,19.82333333,39,21.26,37.86333333,21.56666667,35.7,17.79,46.66333333,4.963333333,42.13333333,19.76,29.99666667,22.39,36.82666667,18.1,40.09,4.9,761.8,75,2,63,0.7,130
7152,21.29,40,20.5,39.76,20.6,42.2,19.29,42.79,18.89,50.59,0.633333333,95.03,18.6,41.96666667,19.76,49.12666667,17.89,47.29,1,762.4,96,3,63,0.4,50
7153,22.79,39.4,20.53333333,40.53,24.5,37.9,22.79,37.29,20.30428571,42.38142857,9.028571429,36.33714286,23.5,35.91666667,24.1,40.112,22.7,40.376,9.02,760.0333333,85.16666667,1.833333333,30,6.57,50
7154,20.6,41.09,19.79,39.5,21,39.9,19.29,40.5,18.89,49.09,5.966666667,93.3,19.34555556,37.60833333,21.6,43.345,19.16666667,43.96666667,4.97,742.0333333,93,6.666666667,28.33333333,3.93,60
7155,20.6,36.83333333,17.5,40.22333333,21.6,34.86333333,20.39,35.36333333,19.29,47.99333333,2.326666667,55.42333333,19.5,30.2,21.56666667,38.46666667,19.2,37.63333333,3.03,750.6666667,94.66666667,3.166666667,60.83333333,2.2,70
7156,22,44.69333333,21,41.66666667,23.63333333,35.39333333,20.2,37.76666667,19.7,50.43333333,11.72666667,4.666666667,19.66666667,30.46333333,22.79,38,19.39,37.93,10.5,759.9833333,63.66666667,6,40,3.93,90
7157,22.6,43.16333333,21.29,43.7,22.29,42.5,21.42666667,46.56666667,19.26428571,52.29571429,10.39,93.19,18,43.62666667,21.63333333,47.93333333,17.89,44.59,10.8,753.9666667,92,9,47.33333333,9.6,110
7158,21.29,39.59,18.1,44.29,22.5,38.9,20.1,37.9,19.79,46.29,1.445,54.94,21.6,37.46333333,22,38.26428571,20.2,44.5,3.37,752.3,96.33333333,1,15,2.8,60
7159,23.39,41.4,21.08,43.7,24.6,39.56,23.2,39.59,21.1,50.59,7.09,47.36666667,23.2,40.76,24.29,45.15285714,22.5,42.9,8.4,749.2,95,3,29,7.7,40
7160,17.26,43.26,16.29,43.5,17.5,41.4,15.3,42.73,15.5,49,6.226666667,99.9,15.69,38.29,16.6,46.2,15.1,42.66333333,5.9,767.4,99,4,39,5.7,40
7161,21.39,38,22.66666667,36.12666667,21.79,36.46666667,21.79,35.7,19,46.4,9.463333333,31.56666667,19.6,34.03,21.39,39.32666667,19.7,38.5,9.77,757.7666667,59.5,2,37.83333333,2.23,60
7162,24.11428571,39.18142857,23.14071429,38.21428571,24.90857143,37.73571429,23.90428571,38.88571429,21.34714286,50.45571429,15.98952381,22.81428571,23.30857143,36.8,24.18571429,41.98285714,22.1,40.49904762,10.8,757,92.16666667,2,62,9.58,50
7163,21,40.29,18.39,44.2,21.89,38.09,19.79,38.7,19.39,49.36333333,6.8,73.8,20.2,38.23,21.7,43.06,19.46333333,42.69333333,6.45,753.5,97,6,52.5,5.95,50
7164,22.2,40.9,19.73,43.79,22.79,39.7,20.5,38.59,20.02857143,46.72571429,7.433333333,55.4,21.7,36.53,22.90571429,40.36714286,20.1,39.96666667,7.27,750.6166667,92.83333333,2.166666667,37.33333333,6.13,60
7165,22.2,44.73,21.6,44.36,22.7,41.9,21.23,45.23,19.79,49.6725,16.03333333,33.89666667,21.26,41.86333333,24.39,47.79,20.29,45.36333333,16.9,749.45,69.83333333,2.833333333,40,11.2,120
7166,18.29,37.82666667,16.79,37.93333333,18.53333333,38.5,17.1,36.96666667,16.6,49.2,-3.304444444,90.93111111,16.61111111,30.21,18.79,42.43571429,16.1,37.89,-2.3,759.5,87,3,61.5,-4.15,60
7167,21.39,37.12666667,18.5,40.16333333,21.5,36.5,19.89,35,18.39,46.7,5.19,61.33,19.6,31.2,22,42.2,19.7,40.32666667,4.63,761.8,88.33333333,1.333333333,64.66666667,2.87,60
7168,20.29,35.03,16.79,39.9,20.39,37.09,19.39,33.7,18.29,49.4,-0.416666667,68.125,21.26,34.26,22.6,41.09,19.29,39.9,-0.0333,768.4,90.33333333,3.666666667,61.33333333,-1.4,20
7169,21.92142857,36.83714286,20.54285714,37.2,21.2,37.16857143,20.365,34.7,20.26428571,87.62714286,1.532222222,70.15888889,19.43714286,29.54285714,22.18571429,38.63714286,18.58571429,38.96428571,2.23,749.8,89,2,36,0.6,100
7170,20.79,35.4,16.89,42.03,21.7,36,19.7,33.2,19.29,39.9,-1.533333333,61.86,20.39,27.7,21.73,39.06,19.39,39.0675,-1.57,766,89.33333333,1.333333333,60.66666667,-3.1,40
7171,21.39,41.92666667,20.39,38.0225,20.89,39.82666667,19.89,37.06,18,45.96666667,3.996666667,72.56,18.79,31.29,21.79,40.3,18.29,38.7,3.67,743.0166667,86,7.5,40,1.45,250
7172,21.23,35.82666667,19.7,37.23,21.79,35.7,20.13333333,35.2,19.23,41.93333333,11.56666667,19.93333333,19.2,30.46333333,21.7,37.29,19.5,36.7225,9.18,761.0333333,63.66666667,2.666666667,40,2.62,30
7173,22.6,44,21.79,42.7,22,44.15111111,21,45.79,19.225,74.88722222,7.8,95.5,18.445,40.86166667,21.39,52.24277778,18.29,46.62666667,6.97,765.2,93.66666667,2,27,6.03,50
7174,19.89,36.125,17.39333333,39.23333333,19.92666667,36.23,19.85666667,35.32666667,17.89,47.96333333,0.633333333,69.56666667,20.29,33.13333333,21.9725,39.425,19.2,39.83,0.933,769.8333333,87,4.666666667,59.66666667,-1,30
7175,22.2,37.52666667,19.63333333,39.79,21.89,36.73,22.1,36.83333333,19.29,49.26,6.35,46.545,19.7,36.83333333,22.29,44.06,19.2,38.43333333,5.4,759.5,85,1,20,3.1,60
7176,19.82333333,46.06,19.2,44.86333333,19.7,44.59,18.89,46.7,17.6,56.01,9.6,95.66333333,18.13888889,46.24722222,17.79,49.80833333,17.26,49.36333333,9.6,757.4,89,9,64,7.8,60
7177,18.1,39.26666667,17.13333333,38.5,18.39,39.66333333,17,37.09,16.03888889,53.20555556,-2.5,93.245,15.92666667,32.645,18.68888889,44.22,15.8,41.79666667,-2.63,763.2,90.83333333,1.166666667,56.66666667,-3.95,40
7178,21.2,39.46666667,19.6,41.03,22,37.53,20.63333333,39.76666667,20.35666667,44.86333333,9.69,51.15666667,20.29,34.09,24.6,40.09,19.96333333,37.9,8.13,754.2,79.83333333,5.166666667,38,4.8,90
7179,25.29,48.5,24.5,47.476,26.04285714,44.06857143,25.39,46.12666667,25.745,83.75,21.26333333,11.46333333,24.93714286,44.09,25.89,48.975,24.2,47.2,18.8,749.1666667,77.66666667,3.333333333,40,14.8,110
7180,22.5,44.63333333,22.2,42.9,22.29555556,43.715,20.39,45.73,18.6,54.32666667,10,92.06333333,18.39,41.93888889,21.03888889,50.96111111,18.39,47.79,9.8,762.5,87,5,40,7.8,120
7181,24.96333333,47.86333333,25.36142857,44.79571429,26,43.834,25.29,44.77714286,23.89,51.4,20.32666667,21.09666667,24.76,42.62666667,25.29,48.46666667,24.04285714,47.13714286,17.4,744.4,69.5,3,22.5,11.8,50
7182,22.89,40.2,22.03333333,39,21,41.9,21,43.7,20.2,58.83,2.06,94.46666667,18.79,40.46666667,20.6,47.82666667,17.89,47,2.35,761.2166667,96.66666667,3.333333333,30,1.82,30
7183,20,38.2,17.5,41,21,37.29,19.79,36.29,18.13333333,43.5,-0.466666667,78.06,18.39,36.03,20.2,45.23,17.5,39,-0.2,754.7333333,99,1,27.33333333,-0.367,50
7184,21.42666667,40.86,18.96333333,45,22.32333333,38.09,20.86,40.9,19.85666667,47.46666667,9.19,69.49,21.2,39.33333333,22.73,43.86,20.2,41.96666667,8.8,739.3333333,86,11.66666667,47.66666667,6.57,110
7185,24.39,38.59666667,23.82333333,36.73,25.2,38.4,24.13333333,40.59,23.25142857,45.49857143,16.82666667,1,23.5,34.2,24.5,38.554,22.7,38.29,14.1,758.4666667,65.66666667,4,32,7.67,140
7186,20,42.7,19.1,42.46666667,20.79,44.5,17.79,43.79,17.59444444,54.4,4.123333333,99.56,17.08333333,40.00333333,19.79,53.45,16.89,50,4.63,754.2333333,94.33333333,4,26,3.8,40
7187,25.03333333,48.36333333,26.52857143,40.59571429,28.49666667,41.9,24.5,45.06666667,22.76,52.9,25.26333333,1,23.89,43.5,23.79,49.09,23.1,46.5,21.3,756.05,59.83333333,1.166666667,23.66666667,13.1,280
7188,17.89,45.06,17.1,45.26666667,18.9175,42.425,16.79,45.06,16.6,50.2,8.726666667,84.36666667,16.90833333,40.43888889,17,47.09611111,16.2,44.59,8.47,762.5333333,84.16666667,10,40,5.9,30
7189,21.6,35.29,18.79,37.9,22.89,37.06,22,33.2,20.03333333,48.7,4.4,34.8,21.39,33.96,22,41.09,20.2,39.4,5.6,763.4,76,3,29,1.6,60
7190,22.5,39.09,19.29,44.09,23.29,39.43333333,19.7,40.5,20,50.23,5.726666667,70.72666667,21.06666667,40.43,22.89,47.62666667,20.06666667,43.86333333,6.3,749.9666667,92.33333333,6,40,5.13,60
7191,17.6,36.29,16.6,36.53,18,37.29,16.5,35.9,16.39,52.62777778,2.03,97.09,16.29,30.705,19.735,40.505,15.69,35.79,0.6,760.3,81,2,61.66666667,-2.33,70
7192,20.5,40.03,17.2,46.2,20.89,38.2,20.1,35.56,18.42666667,47.12666667,2.633333333,70.33333333,20.2,30.2,22,41.73,19.5,39.5,2.27,764.4666667,94.33333333,3.333333333,37.66666667,1.47,30
7193,23,36.03,20.96333333,33.55666667,23.6,32.76666667,22.5,32.12666667,21.2,39.26,8.226666667,1.333333333,22.08571429,25.14285714,23.7,32.26666667,20.79,36.6,8.25,757.7,48,8,40,-2.25,480
7194,22,36.2,20.1,37.5,22.7,34.29,21.7,34.4,20.39,45.4,5.866666667,42.83333333,22.01428571,30.29,23.7,36,20.5,37.03,6.6,757.3,66,7,40,0.6,60
7195,22.89,40.32666667,21.1,41.16333333,22.79,39.03,21.82333333,38.93333333,21.04285714,56.51285714,9.03,36.59666667,22.66666667,36.79,23.89,38.97142857,20.7,39.99,11.7,750.8333333,74,4,35.66666667,7.13,80
7196,23.29,40.79,21.6,41.4,24.736,39.312,23.29,38.29,21.2,53.272,8.851428571,35.90714286,23.272,40.356,23.89,44.7,22.66,42.978,9.88,755.5666667,83.66666667,2,25.83333333,7.22,60
7197,22.79,32.89666667,21.29,32.35666667,21.6,34.79,22,32.16333333,18.55,41.19,10.39,16.36,22.29,24.6,23.66666667,31.06666667,20.1,37.09,10,765.1,51,4,26,0.1,50
7198,22.26,35.79,24.23,30.5,22.6,35.32666667,22.6,33.9,19.7,43.66333333,18.89,1,20,29.1,22.5,38.56,19.79,37.51285714,15.6,763.0166667,36.25,3,32.41666667,0.558,80
7199,20.89,41.43333333,18.16666667,45.33333333,22.6,38.4,20.5,38.82666667,21.23,77.16333333,5.263333333,56.65666667,20.89,36.09,21.2,38.79,20.5,41.12666667,4.1,752.1,91,5,28,2.8,70
7200,24.64,50.245,24.14144144,48.31417417,26.945,44.45,23.94774775,47.36612613,22.87252252,52.94551802,21.6354955,26.85333333,23.82207207,44.38164414,24.495,51.85,23.195,48.9,17.7,750.4,77,2.5,40,13.6,50
7201,23.2,37.09,23.66666667,33.56,23.2,37.5,23.1,36.79,21.16666667,40.23,14.56666667,1,21.956,31.64,23.1,37.5,20.39,39.09,13.7,764.4,41.66666667,4,32.66666667,0.833,50
7202,21.6,40.03,19.03333333,44.3,22.1,37.9,21.2,38.46666667,20,48.39,7.866666667,65.42333333,20.1,37.46666667,21.89,41.96333333,19.73,40.79,6.95,756.15,91,2.5,61.5,5.6,80
7203,22,42.26,21,42.53,23.6,38.29,20.39,40.4,19.96333333,54.3,15.66,32.26333333,21.26,36.56,22.73,40.4,20,42.2,13.6,753.3166667,65.33333333,8,40,7.23,60
7204,20.2,40.86333333,18.5,41.36333333,20.66666667,39.52666667,20.1,38.845,17.79555556,49.29222222,3.633333333,92.56,19.1,37.18666667,20.76,43.38055556,18.03333333,40.46333333,2.95,737.4,95,2.166666667,47.83333333,2.23,120
7205,20.29,39.96666667,19.5,39.2,20.6,40.43333333,19,38.59,18.5,51.575,4.093333333,92.76333333,19.255,35.545,21.47555556,42.61277778,18.5,41.03,3.75,743.6833333,80.16666667,5.666666667,40,0.567,60
7206,21.1,35.53,17.29,40.79,21.6,35.5,20,33.4,19.39,40.09,-0.9,56.66666667,20.6,27.53333333,21.92666667,39.2,19.46333333,38.66333333,-0.8,765.95,86.5,1,62.5,-2.8,50
7207,25.2,47.09,25.6,43.9,26.7,42.09,25.5,44.79,23.96333333,49.82666667,23.72666667,6.66,24.956,44.48,25.33285714,48.2,24.1,47.5,19.1,750.1,76,5,40,14.8,50
7208,20.92666667,37.7,18.06666667,41.15666667,21.89,36.32666667,21.2,35,19.92666667,44.3,3.296666667,54.4,20.1,30.39,21.46333333,39.9,19.89,38.19333333,2.97,768.1,91.66666667,1.666666667,25,1.67,60
7209,21.1,41.2,17.92666667,47.03,20.79,38.36333333,21,36.26,18.63333333,47.53,3.5,68.56,20.5,30.2,22.5,42.73,19.53333333,39,4.67,764.5,88.66666667,3.333333333,56.66666667,2.93,50
7210,20.96857143,37.78,19.68571429,37.26428571,22.39,36.59,19.1,35.36857143,18.13333333,45.73,5.20875,65.6225,19.2,30.79,20.85666667,38.36333333,18.6,38.18625,5.7,739.3666667,77.83333333,1,25.83333333,2.12,90
7211,20.2,33.79,18.5,34.59,19.79,36.29,18.82333333,33.4,17.39,43,5.7,52.6,17.7,27.8925,19.42142857,35.02571429,17.64,35.44,3.1,756.1166667,81.5,2.833333333,23.16666667,0.2,50
7212,21.6,38.645,19.5,40.36333333,23.39,36.06,20,38.06,19.7,49.46666667,7.026666667,17.03333333,19.6,31.29,22.5,36.9,19.29,37.2,8.05,762,68.66666667,5.166666667,40,2.58,80
7213,20,42.4,19.5,40.79,21,41.79,18.79,42.29,18.89,61.85222222,0.2,89.26333333,20,41.29,22,49.93888889,18.89,45.7,1.63,748.8,98.83333333,3.833333333,59.33333333,1.42,40
7214,20,34.23,17.89,36.43333333,21.7,35.1,18.5,34.8425,18.13333333,46.9,6.466666667,51.45666667,19.1,29.13333333,22.23,36.06666667,18.35666667,37.06,5.53,743.1,67.66666667,2.333333333,40,-0.0667,60
7215,21,40.56666667,18.39,43.9,22.13333333,38.53,19.89,38.9,19.39,49.56,6.59,73.69,20.29,39.3,21.79,44.13333333,19.5,43.56,6.35,753.3666667,97,6,48.5,5.85,50
7216,23.79,37.7,21.7,39.09,24.5,38.06,23.6,36.59,21.1,48.4,10.69,23.976,22.79,34.09,23.76,43.2,21.79,43.29,12.5,752.15,63,1.333333333,40,5.52,50
7217,19.89,47.63333333,19,45.09,20.1,45.2,19.1,45.36333333,18,52.56,4.466666667,94.19333333,17.89,43.56666667,18.7,50.645,17.03333333,47.26666667,4.85,742.2166667,91,5,40,3.47,60
7218,24,38.59333333,28.6,28.896,25,36.86,23.7,36.93,22,79.25666667,24.816,1,22.79,33.656,23.73,41.16333333,22.2,41.714,20.5,752.5,45,3.5,40,8,360
7219,22.29,39.2,21.2,39.4,22.79,37.79,21.15,40,20.2,52.86333333,12.985,15.39555556,21.53333333,32.7,24.48166667,42.075,20.6,41.23,10.4,751.35,62,5.666666667,40,3.35,110
7220,23.32333333,39.9,21.23,41.83333333,24.79,38.29,23.29,39.2,19.83285714,41.55428571,12.05666667,25.66,22.6,34.8,23.7,40.91142857,22.32333333,39.63333333,9.13,757.3,86.33333333,1,28.33333333,6.97,80
7221,22.1,43.9,21.5,41.56,21.7,43.2,18.7,40.93333333,18.89,54,6.475,63.67,19.1,34.87555556,22.56111111,43.02444444,19.03333333,41.32666667,7.23,746.8666667,66.66666667,8,40,1.43,260
7222,22.03333333,35.26,20.2,35.9,20.79,36.59,19.79,35.46333333,20.1,37.54,-2.5,70.29,20.26,25.76,22.29,32.9,18.2,38.72333333,-1.45,769.7333333,82.5,1,24.83333333,-4.12,140
7223,21.5,43.89,20.89,42.36,22.29,39.9,20.79,37.93333333,20,51.254,13.49714286,10.46857143,21.5,33.5,23.1,39.2,20.7,41.66333333,10.8,753.9333333,64.5,3,30.83333333,4.2,140
7224,24.79,49.53,22.79,50.59,25.89,44.59,24,47.03,23,53.03,11.66,52.26,23.6,43.49857143,26.29,49.44,23.1,49,12.2,751.35,94.33333333,5.833333333,55.5,11.3,60
7225,18.7,43.5,17.79,44.09,19.5,43.09,17.5,43.79,17,51.42222222,0.9,96.59,17.72,38.91111111,17.79555556,45.205,16.7,43.79,3.07,765.1833333,85.5,5,40,0.867,50
7226,21.5,48.5,20.63333333,44.9,21.5,43.32,21.66666667,45.6,18.6,58.736,12.3,80.13,18.29,44.9,22.1,49.02666667,18.39,46.79,12,754.9333333,84,11,40,9.33,110
7227,23.63333333,42.93333333,22.1,43.06428571,24.39,39.79,23.6,40.5,21.1,50.7,10.42666667,44.53,23.1,41.36333333,25,43.58,22.29,40.49714286,10.7,748.6333333,90,3.666666667,36,9.03,60
7228,22.79,39.9,20.2,42.96666667,23.29,39.59,19.89,41.09,20.29,51.56,7.656666667,72.06,21,40.5,23.39,49.62666667,19.89,43.06,7.13,748.8333333,96.33333333,2,64,6.63,60
7229,21.1,35.9,19.6,34.13333333,20.39,35.79,21.2,32.63333333,17.79,44.2,10.59,19.22333333,20.85666667,29.42666667,22.575,36.3175,18.2,40.23,9.55,759.8,52,1.5,23,0,220
7230,22.1,38.46666667,19.29,41.4,24.7,37.4,22,35.26,20.63333333,50.73,6.3,49.76666667,21.29,32.59,22.89,44.2,20.6,41.29,6.05,756.2333333,88,3.166666667,40,4.23,50
7231,21.6,36.09,18.89,38.9,20.2,36.43333333,20,35.4,19.26,44.29333333,2,58.92666667,20.79,29.445,23.7,34.89333333,18.92666667,38.9,2.03,768.1333333,87,2.666666667,56,0.0667,60
7232,23.29,34.32666667,21.46333333,34.59,23.29,35.96666667,23,33.09,21.1,41.79666667,7.966666667,10.43333333,22.46857143,34.81142857,24.79142857,38.35571429,20.39,35.66,10.1,764.3666667,59.33333333,2.333333333,40,2.5,50
7233,21.7,41.73,21,40.36333333,22.6,43.2,18.89,41,19.2,50.80222222,3.29,92.33333333,19.89,41,22.6,48.68166667,19,45.62666667,3.27,738.9166667,89.5,9.166666667,40,1.73,70
7234,19.7,39.09,18.29,39.2,19.79,40.4,19.1,38.4,17.29,61.97,-5.327777778,85.48555556,17.79,33.86944444,19.7,45.49833333,16.79,40.29,-4.43,756.4,90,1,49.33333333,-5.87,50
7235,20.7,37.7,17.6,41.56,23.03333333,36.62666667,19.39,36.79,19.29,46.2,2.4,49.93,19.35666667,31.5,21.79,41.96333333,19.1,41.09,3,764.3,93,2,21,2,50
7236,24.2,38.16333333,24.46333333,34.76,25.04285714,37.88428571,24.32333333,39.65666667,20.5,54.2,18.70636364,1,23.2,34.2,24.5,39.9,21.79,36.7,15.9,756.2,55.16666667,1.833333333,37.83333333,6.88,420
7237,20.5,41.2,18.63333333,41.36,20.29,41.79,19.03333333,40.43333333,18.57777778,66.00277778,2.73,91.9,19.39,38.015,22.11111111,44.68833333,17.7,42.16333333,2.48,747.9333333,93,6,64,1.47,50
